Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,Mean_AGDD
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,516,Fruits,1,2015,112,2457135,-9999.0,112,112,112,8.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,848.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,1,2015,83,2457106,-9999.0,83,83,83,1.0,-9999.0,1,2015,106,2457129,-9999.0,10.0,-9999.0,349.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,1,2015,94,2457117,-9999.0,94,94,94,1.0,-9999.0,1,2015,159,2457182,-9999.0,8.0,-9999.0,443.0
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,483,Leaves,1,2015,91,2457114,-9999.0,91,91,91,1.0,-9999.0,1,2015,321,2457344,-9999.0,2.0,-9999.0,428.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,498,Colored leaves,1,2015,279,2457302,-9999.0,279,279,279,1.0,-9999.0,1,2015,321,2457344,-9999.0,2.0,-9999.0,3555.5
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2015,98,2457121,-9999.0,98,98,98,2.0,-9999.0,1,2015,117,2457140,-9999.0,1.0,-9999.0,483.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,501,Open flowers,1,2015,100,2457123,-9999.0,100,100,100,1.0,-9999.0,1,2015,118,2457141,-9999.0,6.0,-9999.0,496.25
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,3,2015,60,2457083,3.9299420408505,55,68,58,4.3333333333333,0.8819171036882,3,2015,209,2457232,18.278706494474,4.0,1.5275252316519,742.16666666667
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,390,Ripe fruits,2,2015,173,2457196,0.0,173,173,173,7.0,0.0,2,2015,217,2457240,0.0,2.0,0.0,2606.75
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,3,2015,150,2457173,6.9362173488949,138,162,149,5.6666666666667,1.3333333333333,3,2015,181,2457204,3.0,7.0,2.0,2156.0
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,471,Falling leaves,3,2015,169,2457192,10.692676621564,155,190,162,4.3333333333333,1.3333333333333,3,2015,256,2457279,5.2068331172711,7.3333333333333,1.7638342073764,2532.3333333333
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,498,Colored leaves,3,2015,155,2457178,0.0,155,155,155,3.0,0.0,3,2015,253,2457276,8.3266639978645,7.3333333333333,1.7638342073764,2235.0
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,3,2015,51,2457074,3.3333333333333,48,58,48,6.3333333333333,1.6666666666667,1,2015,58,2457081,-9999.0,4.0,-9999.0,622.58333333333
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,501,Open flowers,2,2015,55,2457078,0.0,55,55,55,4.0,0.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,669.25
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,504,Recent fruit or seed drop,2,2015,152,2457175,21.0,131,173,152,5.0,2.0,2,2015,217,2457240,0.0,2.0,0.0,2230.125
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,516,Fruits,1,2015,190,2457213,-9999.0,190,190,190,3.0,-9999.0,2,2015,231,2457254,14.0,2.0,0.0,2977.25
21830,32.231102,-110.937874,743,AZ,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2015,314,2457337,-9999.0,14.0,-9999.0,-9999.0
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,1,2016,97,2457485,-9999.0,97,97,97,1.0,-9999.0,1,2016,114,2457502,-9999.0,1.0,-9999.0,377.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,390,Ripe fruits,1,2016,225,2457613,-9999.0,225,225,225,7.0,-9999.0,1,2016,247,2457635,-9999.0,3.0,-9999.0,2495.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,1,2016,110,2457498,-9999.0,110,110,110,1.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,486.0
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,471,Falling leaves,1,2016,277,2457665,-9999.0,277,277,277,2.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,3418.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,483,Leaves,1,2016,105,2457493,-9999.0,105,105,105,1.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,464.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,498,Colored leaves,1,2016,267,2457655,-9999.0,267,267,267,2.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,3264.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2016,96,2457484,-9999.0,96,96,96,1.0,-9999.0,1,2016,128,2457516,-9999.0,2.0,-9999.0,368.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,501,Open flowers,1,2016,96,2457484,-9999.0,96,96,96,1.0,-9999.0,1,2016,128,2457516,-9999.0,2.0,-9999.0,368.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,504,Recent fruit or seed drop,1,2016,243,2457631,-9999.0,243,243,243,6.0,-9999.0,1,2016,247,2457635,-9999.0,3.0,-9999.0,2838.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,516,Fruits,1,2016,127,2457515,-9999.0,127,127,127,1.0,-9999.0,1,2016,247,2457635,-9999.0,3.0,-9999.0,618.75
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,3,2016,55,2457443,0.0,55,55,55,12.0,0.0,3,2016,183,2457571,27.143650782048,9.6666666666667,3.1797973380565,637.25
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,390,Ripe fruits,2,2016,192,2457580,11.5,180,203,192,7.5,2.5,2,2016,207,2457595,4.0,3.5,2.5,2982.0
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,3,2016,118,2457506,0.0,118,118,118,7.0,0.0,3,2016,240,2457628,1.6666666666667,2.0,0.0,1567.75
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,471,Falling leaves,3,2016,148,2457536,10.666666666667,137,169,137,6.3333333333333,1.3333333333333,3,2016,340,2457728,6.4377359719427,7.0,3.5118845842842,2090.1666666667
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,483,Leaves,2,2016,58,2457446,2.5,55,60,58,8.5,3.5,3,2016,349,2457737,3.2145502536643,5.0,1.5275252316519,674.375
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,498,Colored leaves,3,2016,150,2457538,15.235193176035,132,180,137,8.0,3.0,3,2016,349,2457737,3.2145502536643,5.0,1.5275252316519,2145.1666666667
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2016,55,2457443,-9999.0,55,55,55,12.0,-9999.0,1,2016,41,2457429,-9999.0,2.0,-9999.0,637.25
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,501,Open flowers,3,2016,57,2457445,1.6666666666667,55,60,55,9.6666666666667,2.3333333333333,3,2016,41,2457429,0.0,2.0,0.0,662.0
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,504,Recent fruit or seed drop,2,2016,181,2457569,22.5,158,203,181,6.5,3.5,2,2016,207,2457595,4.0,3.5,2.5,2756.625
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,516,Fruits,3,2016,108,2457496,1.0,106,109,109,2.6666666666667,0.33333333333333,3,2016,191,2457579,16.374098787754,3.3333333333333,1.4529663145136,1408.3333333333
21830,32.231102,-110.937874,743,AZ,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,1,2016,42,2457430,-9999.0,42,42,42,28.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,455.0
21830,32.231102,-110.937874,743,AZ,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,1,2016,42,2457430,-9999.0,42,42,42,28.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,455.0
21830,32.231102,-110.937874,743,AZ,88,Prunus,persica,peach,Plantae,471,Falling leaves,1,2016,14,2457402,-9999.0,14,14,14,2.0,-9999.0,1,2016,14,2457402,-9999.0,28.0,-9999.0,130.75
21830,32.231102,-110.937874,743,AZ,88,Prunus,persica,peach,Plantae,498,Colored leaves,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2016,14,2457402,-9999.0,28.0,-9999.0,-9999.0
21830,32.231102,-110.937874,743,AZ,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2016,42,2457430,-9999.0,42,42,42,30.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,455.0
21830,32.231102,-110.937874,743,AZ,88,Prunus,persica,peach,Plantae,501,Open flowers,1,2016,42,2457430,-9999.0,42,42,42,28.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,455.0
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2017,89,2457843,-9999.0,19.0,-9999.0,-9999.0
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2017,89,2457843,-9999.0,19.0,-9999.0,-9999.0
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,483,Leaves,2,2017,108,2457862,0.0,108,108,108,19.0,0.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,1130.5
9927,39.498241,-104.89093,1921,CO,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,1,2017,84,2457838,-9999.0,84,84,84,3.0,-9999.0,1,2017,98,2457852,-9999.0,15.0,-9999.0,385.75
9927,39.498241,-104.89093,1921,CO,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,1,2017,113,2457867,-9999.0,113,113,113,15.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,622.75
9927,39.498241,-104.89093,1921,CO,88,Prunus,persica,peach,Plantae,483,Leaves,1,2017,113,2457867,-9999.0,113,113,113,15.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,622.75
9927,39.498241,-104.89093,1921,CO,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2017,84,2457838,-9999.0,84,84,84,3.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,385.75
9927,39.498241,-104.89093,1921,CO,88,Prunus,persica,peach,Plantae,501,Open flowers,1,2017,84,2457838,-9999.0,84,84,84,3.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,385.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,1,2017,78,2457832,-9999.0,78,78,78,4.0,-9999.0,1,2017,103,2457857,-9999.0,1.0,-9999.0,343.0
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,1,2017,88,2457842,-9999.0,88,88,88,1.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,432.5
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,471,Falling leaves,1,2017,226,2457980,-9999.0,226,226,226,3.0,-9999.0,1,2017,244,2457998,-9999.0,5.0,-9999.0,2596.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,483,Leaves,1,2017,88,2457842,-9999.0,88,88,88,1.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,432.5
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,498,Colored leaves,1,2017,226,2457980,-9999.0,226,226,226,3.0,-9999.0,1,2017,244,2457998,-9999.0,5.0,-9999.0,2596.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2017,78,2457832,-9999.0,78,78,78,4.0,-9999.0,1,2017,111,2457865,-9999.0,3.0,-9999.0,343.0
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,501,Open flowers,1,2017,79,2457833,-9999.0,79,79,79,1.0,-9999.0,1,2017,111,2457865,-9999.0,3.0,-9999.0,358.5
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,516,Fruits,1,2017,111,2457865,-9999.0,111,111,111,2.0,-9999.0,1,2017,141,2457895,-9999.0,2.0,-9999.0,643.5
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,3,2017,54,2457808,0.0,54,54,54,8.0,0.0,3,2017,109,2457863,22.0,3.3333333333333,0.33333333333333,550.5
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,390,Ripe fruits,1,2017,213,2457967,-9999.0,213,213,213,11.0,-9999.0,1,2017,224,2457978,-9999.0,6.0,-9999.0,3357.25
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,3,2017,64,2457818,2.0,62,68,62,3.0,0.0,3,2017,224,2457978,0.0,6.0,0.0,646.83333333333
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,471,Falling leaves,3,2017,159,2457913,38.058434603179,100,230,146,3.3333333333333,1.4529663145136,3,2017,318,2458072,7.0,5.3333333333333,1.6666666666667,2272.4166666667
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,483,Leaves,3,2017,69,2457823,3.3333333333333,62,72,72,3.0,0.0,3,2017,319,2458073,6.3333333333333,6.3333333333333,0.66666666666667,712.91666666667
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,498,Colored leaves,3,2017,86,2457840,0.0,86,86,86,4.0,0.0,3,2017,319,2458073,6.3333333333333,6.3333333333333,0.66666666666667,958.0
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,3,2017,50,2457804,4.3333333333333,46,59,46,5.0,0.0,3,2017,86,2457840,2.3094010767585,2.6666666666667,0.8819171036882,504.16666666667
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,501,Open flowers,3,2017,62,2457816,3.0,59,68,59,4.3333333333333,0.66666666666667,3,2017,86,2457840,2.3094010767585,2.6666666666667,0.8819171036882,624.0
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,504,Recent fruit or seed drop,2,2017,216,2457970,0.0,216,216,216,3.0,0.0,2,2017,220,2457974,4.0,7.0,1.0,3434.75
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,516,Fruits,3,2017,97,2457851,3.6666666666667,93,104,93,3.0,0.0,3,2017,181,2457935,32.624121954979,6.0,2.8867513459481,1121.3333333333
25600,39.143696,-86.541924,231,IN,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2017,93,2457847,-9999.0,4.0,-9999.0,-9999.0
25600,39.143696,-86.541924,231,IN,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,1,2017,93,2457847,-9999.0,93,93,93,4.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,571.75
25600,39.143696,-86.541924,231,IN,88,Prunus,persica,peach,Plantae,483,Leaves,1,2017,89,2457843,-9999.0,89,89,89,3.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,527.0
25600,39.143696,-86.541924,231,IN,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2017,67,2457821,-9999.0,67,67,67,4.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,368.5
25600,39.143696,-86.541924,231,IN,88,Prunus,persica,peach,Plantae,501,Open flowers,1,2017,86,2457840,-9999.0,86,86,86,3.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,486.5
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,2,2018,66,2458185,0.0,9.0,0.0,-9999.0
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,2,2018,71,2458190,4.5,66,75,71,14.5,5.5,2,2018,93,2458212,0.0,24.0,0.0,467.125
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,471,Falling leaves,3,2018,293,2458412,0.0,293,293,293,18.0,0.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,5140.25
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,483,Leaves,2,2018,66,2458185,0.0,66,66,66,20.0,0.0,2,2018,66,2458185,0.0,9.0,0.0,446.5
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,498,Colored leaves,3,2018,293,2458412,0.0,293,293,293,18.0,0.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,5140.25
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,2,2018,66,2458185,0.0,66,66,66,20.0,0.0,2,2018,84,2458203,9.0,18.5,5.5,446.5
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,501,Open flowers,2,2018,71,2458190,4.5,66,75,71,14.5,5.5,2,2018,91,2458210,2.5,14.5,9.5,467.125
965,36.109207,-79.220932,209,NC,88,Prunus,persica,peach,Plantae,516,Fruits,2,2018,117,2458236,0.0,117,117,117,24.0,0.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,982.0
1101,39.026527,-77.077591,99,MD,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,1,2018,165,2458284,-9999.0,165,165,165,5.0,-9999.0,1,2018,165,2458284,-9999.0,13.0,-9999.0,1656.5
1101,39.026527,-77.077591,99,MD,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2018,165,2458284,-9999.0,13.0,-9999.0,-9999.0
1101,39.026527,-77.077591,99,MD,88,Prunus,persica,peach,Plantae,504,Recent fruit or seed drop,1,2018,178,2458297,-9999.0,178,178,178,13.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,1964.75
9927,39.498241,-104.89093,1921,CO,88,Prunus,persica,peach,Plantae,516,Fruits,1,2018,138,2458257,-9999.0,138,138,138,12.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,763.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,1,2018,89,2458208,-9999.0,89,89,89,1.0,-9999.0,1,2018,112,2458231,-9999.0,1.0,-9999.0,289.0
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,390,Ripe fruits,1,2018,209,2458328,-9999.0,209,209,209,4.0,-9999.0,1,2018,228,2458347,-9999.0,2.0,-9999.0,2251.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,1,2018,107,2458226,-9999.0,107,107,107,2.0,-9999.0,1,2018,142,2458261,-9999.0,1.0,-9999.0,422.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,471,Falling leaves,1,2018,291,2458410,-9999.0,291,291,291,3.0,-9999.0,1,2018,295,2458414,-9999.0,2.0,-9999.0,3634.0
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,483,Leaves,1,2018,105,2458224,-9999.0,105,105,105,1.0,-9999.0,1,2018,295,2458414,-9999.0,2.0,-9999.0,402.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,498,Colored leaves,1,2018,178,2458297,-9999.0,178,178,178,5.0,-9999.0,1,2018,295,2458414,-9999.0,2.0,-9999.0,1539.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2018,92,2458211,-9999.0,92,92,92,1.0,-9999.0,1,2018,116,2458235,-9999.0,1.0,-9999.0,307.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,501,Open flowers,1,2018,97,2458216,-9999.0,97,97,97,2.0,-9999.0,1,2018,119,2458238,-9999.0,2.0,-9999.0,337.75
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,504,Recent fruit or seed drop,1,2018,215,2458334,-9999.0,215,215,215,3.0,-9999.0,1,2018,228,2458347,-9999.0,2.0,-9999.0,2369.25
10143,39.579479,-105.124023,1740,CO,88,Prunus,persica,peach,Plantae,516,Fruits,1,2018,128,2458247,-9999.0,128,128,128,1.0,-9999.0,1,2018,228,2458347,-9999.0,2.0,-9999.0,630.75
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,3,2018,37,2458156,0.0,37,37,37,6.0,0.0,3,2018,163,2458282,0.0,1.0,0.0,430.25
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,390,Ripe fruits,1,2018,207,2458326,-9999.0,207,207,207,5.0,-9999.0,1,2018,207,2458326,-9999.0,5.0,-9999.0,3167.0
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,3,2018,75,2458194,2.3333333333333,73,80,73,5.0,2.0,3,2018,192,2458311,14.666666666667,3.6666666666667,1.3333333333333,845.41666666667
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,471,Falling leaves,3,2018,180,2458299,44.333333333333,136,269,136,13.333333333333,7.3333333333333,3,2018,331,2458450,10.148891565092,11.333333333333,7.5351030369715,2637.5
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,483,Leaves,3,2018,75,2458194,2.3333333333333,73,80,73,5.0,2.0,3,2018,322,2458441,11.0,17.666666666667,8.3333333333333,845.41666666667
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,498,Colored leaves,3,2018,95,2458214,0.0,95,95,95,1.0,0.0,3,2018,320,2458439,9.0,19.333333333333,6.6666666666667,1109.75
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,3,2018,45,2458164,0.0,45,45,45,1.0,0.0,3,2018,266,2458385,78.333333333333,2.3333333333333,1.3333333333333,538.75
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,501,Open flowers,3,2018,63,2458182,5.3333333333333,58,74,58,4.3333333333333,1.6666666666667,3,2018,95,2458214,4.0414518843274,5.3333333333333,0.33333333333333,714.58333333333
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,504,Recent fruit or seed drop,2,2018,185,2458304,27.5,157,212,185,3.0,2.0,2,2018,212,2458331,0.0,28.0,0.0,2691.0
16610,37.991367,-122.132027,79,CA,88,Prunus,persica,peach,Plantae,516,Fruits,3,2018,96,2458215,2.0,94,100,94,5.6666666666667,0.33333333333333,3,2018,175,2458294,37.333333333333,19.0,9.0,1124.9166666667
25992,39.9361,-86.118439,242,IN,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,4,2018,71,2458190,3.4731109973625,62,79,71,4.25,0.75,4,2018,118,2458237,1.4433756729741,3.5,0.86602540378444,191.495
25992,39.9361,-86.118439,242,IN,88,Prunus,persica,peach,Plantae,467,Early season leaf expansion,4,2018,111,2458230,2.6299556396766,105,115,111,4.75,1.8874586088177,4,2018,127,2458246,1.5,5.5,1.5,399.295
25992,39.9361,-86.118439,242,IN,88,Prunus,persica,peach,Plantae,471,Falling leaves,4,2018,152,2458271,8.6602540378444,137,167,152,12.0,4.1231056256177,3,2018,171,2458290,20.851325564045,13.0,8.0829037686548,1174.84
25992,39.9361,-86.118439,242,IN,88,Prunus,persica,peach,Plantae,483,Leaves,4,2018,104,2458223,0.0,104,104,104,6.0,0.0,1,2018,104,2458223,-9999.0,1.0,-9999.0,348.83
25992,39.9361,-86.118439,242,IN,88,Prunus,persica,peach,Plantae,498,Colored leaves,4,2018,132,2458251,4.4040700872413,120,140,135,5.0,0.81649658092773,4,2018,200,2458319,24.666103597177,10.5,3.5,732.7825
25992,39.9361,-86.118439,242,IN,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,4,2018,87,2458206,3.25,84,97,84,6.25,3.25,4,2018,115,2458234,6.2766100192168,5.5,0.95742710775634,234.315
25992,39.9361,-86.118439,242,IN,88,Prunus,persica,peach,Plantae,501,Open flowers,3,2018,109,2458228,3.0550504633039,105,115,107,3.6666666666667,2.185812841434,3,2018,121,2458240,2.9627314724385,5.0,1.1547005383793,386.12666666667
25992,39.9361,-86.118439,242,IN,88,Prunus,persica,peach,Plantae,516,Fruits,2,2018,134,2458253,3.0,131,137,134,9.0,3.0,2,2018,170,2458289,19.5,18.5,1.5,764.085
28889,38.002949,-121.237709,12,CA,88,Prunus,persica,peach,Plantae,498,Colored leaves,0,-9999,-9999,-9999,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,1,2018,32,2458151,-9999.0,4.0,-9999.0,-9999.0
31691,34.804592,-111.804695,1242,AZ,88,Prunus,persica,peach,Plantae,471,Falling leaves,3,2018,272,2458391,6.806859285554,262,285,269,7.3333333333333,0.8819171036882,1,2018,276,2458395,-9999.0,9.0,-9999.0,4769.25
31691,34.804592,-111.804695,1242,AZ,88,Prunus,persica,peach,Plantae,498,Colored leaves,2,2018,248,2458367,1.5,246,249,248,6.5,0.5,1,2018,246,2458365,-9999.0,2.0,-9999.0,4264.5
31691,34.804592,-111.804695,1242,AZ,88,Prunus,persica,peach,Plantae,500,Flowers or flower buds,1,2018,333,2458452,-9999.0,333,333,333,1.0,-9999.0,1,2018,330,2458449,-9999.0,2.0,-9999.0,5702.5
9927,39.498241,-104.89093,1921,CO,88,Prunus,persica,peach,Plantae,371,Breaking leaf buds,1,2019,110,2458594,-9999.0,110,110,110,6.0,-9999.0,0,-9999,-9999,-9999,-9999.0,-9999.0,-9999.0,343.5
